,매장이름,주소,구,브랜드,위도,경도
216,아현역,"서울특별시 서대문구 신촌로35길 10 (북아현동, E편한세상신촌 4단지)",서대문구,스타벅스,37.5584231,126.9546193
217,홍제역,서울특별시 서대문구 통일로 451 (홍제동),서대문구,스타벅스,37.5928458,126.9516355
218,연세백양로,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교,서대문구,스타벅스,37.565784,126.938572
219,연희DT,서울특별시 서대문구 연희로 144 (연희동),서대문구,스타벅스,37.5701185,126.9338591
220,경기대,서울특별시 서대문구 충정로 53 (충정로2가),서대문구,스타벅스,37.5658142,126.9638013
221,신촌,서울특별시 서대문구 연세로 10-1 (창천동),서대문구,스타벅스,37.5564503,126.9371086
222,이대R,서울특별시 서대문구 이화여대길 34 (대현동),서대문구,스타벅스,37.5583821,126.9459524
223,연세종합관,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)",서대문구,스타벅스,37.5623371,126.9408692
224,이대ECC,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호,서대문구,스타벅스,37.5618588,126.9468339
225,연대,서울특별시 서대문구 연세로 35 (창천동),서대문구,스타벅스,37.5586875,126.9366988
226,신촌아트레온,서울특별시 서대문구 신촌로 129 (창천동),서대문구,스타벅스,37.5601918,126.9308653
227,충정로역,서울특별시 서대문구 충정로 23,서대문구,스타벅스,37.56113930000001,126.9629482
228,연대동문,서울특별시 서대문구 성산로 565 (대신동),서대문구,스타벅스,37.5677894,126.9488821
229,신촌명물거리,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",서대문구,스타벅스,37.5577614,126.9381244
230,충정타워,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",서대문구,스타벅스,37.5598507,126.964065
231,현대신촌,서울특별시 서대문구 신촌로 83 (창천동),서대문구,스타벅스,37.5594444,126.9363032
232,방배로,서울특별시 서초구 방배로 52 (방배동),서초구,스타벅스,37.4794494,126.9993484
233,강남교보타워R,서울특별시 서초구 강남대로 465 (서초동),서초구,스타벅스,37.5037208,127.0240967
234,방배다이치빌딩,서울특별시 서초구 방배로 114 (방배동),서초구,스타벅스,37.4843008,126.9960781
235,센트럴F1,서울특별시 서초구 신반포로 176 (반포동),서초구,스타벅스,37.5041299,127.0030692
236,서초역이화빌딩,서울특별시 서초구 반포대로21길 3 (서초동),서초구,스타벅스,37.4882539,127.0090099
237,서초구청,서울특별시 서초구 남부순환로 2557 (서초동),서초구,스타벅스,37.4844008,127.0300468
238,서초우성사거리,서울특별시 서초구 강남대로 343 (서초동),서초구,스타벅스,37.4934821,127.0292328
239,이수역사거리,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",서초구,스타벅스,37.4858503,126.9830269
240,강남대로신사,서울특별시 서초구 강남대로 595 (잠원동),서초구,스타벅스,37.5148037,127.0195562
241,서울고속터미널,서울특별시 서초구 신반포로 194 (반포동),서초구,스타벅스,37.5054942,127.006719
242,강남대로논현R,서울특별시 서초구 강남대로85길 5 (반포동),서초구,스타벅스,37.5073277,127.0225816
243,방배,서울특별시 서초구 방배로 211,서초구,스타벅스,37.491914,126.9904974
244,방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동),서초구,스타벅스,37.4934767,126.9865297
245,서초법원,서울특별시 서초구 서초대로 274 (서초동),서초구,스타벅스,37.4927671,127.0117898
246,청계산입구역,서울특별시 서초구 청계산로 203 (신원동),서초구,스타벅스,37.4473672,127.0553225
247,사당로데오,서울특별시 서초구 방배천로 5-4(방배동),서초구,스타벅스,37.4772752,126.9821605
248,파미에파크R,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,서초구,스타벅스,37.5049943,127.0091874
249,교대역,서울특별시 서초구 서초중앙로 138 (서초동) 우림빌딩,서초구,스타벅스,37.4856009,127.0164403
250,양재역,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩,서초구,스타벅스,37.4823239,127.0368273
251,논현역,서울특별시 서초구 강남대로 557 (잠원동) 1~2층,서초구,스타벅스,37.5115145,127.0205781
252,이수역,서울특별시 서초구 동작대로 112 (방배동),서초구,스타벅스,37.4864664,126.9827403
253,내방역,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩,서초구,스타벅스,37.4938216,126.9845543
254,서초파라곤,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤,서초구,스타벅스,37.4949048,127.027432
255,서울아트센터,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩,서초구,스타벅스,37.4806256,127.0123511
256,서초중앙로,서울특별시 서초구 서초중앙로 225,서초구,스타벅스,37.5016276,127.011526
257,센트럴시티,서울특별시 서초구 신반포로 176 (반포동),서초구,스타벅스,37.5041299,127.0030692
258,강남삼성타운,서울특별시 서초구 서초대로78길 24 (서초동),서초구,스타벅스,37.4955152,127.027742
259,방배역,서울특별시 서초구 방배로 84 (방배동),서초구,스타벅스,37.48193,126.9976464
260,반포역,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가,서초구,스타벅스,37.5094191,127.0130498
261,남부터미널,"서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 (서초동)",서초구,스타벅스,37.4846566,127.016968
262,뉴코아강남,서울특별시 서초구 잠원로 69 (잠원동) 킴스클럽,서초구,스타벅스,37.51023310000001,127.0069788
263,강남2,"서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)",서초구,스타벅스,37.5000875,127.0254909
264,교대,서울특별시 서초구 서초중앙로 118 (서초동),서초구,스타벅스,37.4923513,127.0142164
265,하이브랜드,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)",서초구,스타벅스,37.4631657,127.0365398
266,신논현역,서울특별시 서초구 강남대로 483 (반포동) 청호빌딩,서초구,스타벅스,37.4787133,127.0390216
267,영동2교,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)",서초구,스타벅스,37.481962,127.0425724
268,남부터미널2,서울특별시 서초구 효령로 274 (서초동),서초구,스타벅스,37.4843561,127.0142016
269,서래마을입구,서울특별시 서초구 서래로 48 (반포동),서초구,스타벅스,37.49922970000001,126.9985484
270,몬테소리,서울특별시 서초구 강남대로 399 (서초동),서초구,스타벅스,37.4982126,127.0268238
271,서초역,서울특별시 서초구 반포대로 118 (서초동),서초구,스타벅스,37.4906229,127.0085975
272,예술의전당,"서울특별시 서초구 남부순환로323길 1, 1층 (서초동)",서초구,스타벅스,37.4810928,127.0134801
273,교대법원,서울특별시 서초구 서초중앙로 164 (서초동),서초구,스타벅스,37.4963206,127.0133771
274,강남GT타워,"서울특별시 서초구 서초대로 411, GT타워 (서초동)",서초구,스타벅스,37.4978774,127.0260779
275,서초동,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)",서초구,스타벅스,37.4858915,127.0215742
276,서울교대,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)",서초구,스타벅스,37.4873998,127.0151589
277,강남에비뉴,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)",서초구,스타벅스,37.5027113,127.0238406
278,서이초교사거리,서울특별시 서초구 사임당로 143 (서초동),서초구,스타벅스,37.4918146,127.0252252
279,서울웨이브아트센터,서울특별시 서초구 잠원로 145-35 (잠원동),서초구,스타벅스,37.5160915,127.0088681
280,길음역,서울특별시 성북구 정릉로 376 (돈암동),성북구,스타벅스,37.6020035,127.0252417
281,미아이마트,서울특별시 성북구 도봉로 17 ,성북구,스타벅스,37.6108648,127.0296051
282,종암DT,서울특별시 성북구 종암로 17 (종암동),성북구,스타벅스,37.5919525,127.0360401
283,미아,서울특별시 성북구 동소문로 314 (하월곡동),성북구,스타벅스,37.6041779,127.0409997
284,성신여대정문,서울특별시 성북구 보문로34길 62 (동선동2가),성북구,스타벅스,37.5908044,127.0188447
285,종암,서울특별시 성북구 종암로 122 (종암동),성북구,스타벅스,37.6011247,127.0338991
286,삼선교,서울특별시 성북구 동소문로 10 (동소문동2가),성북구,스타벅스,37.5886161,127.0071452
287,월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)",성북구,스타벅스,37.6052153,127.0400684
288,고대,서울특별시 성북구 고려대로24길 51 (안암동5가),성북구,스타벅스,37.5866147,127.0303083
289,현대미아,서울특별시 성북구 동소문로 315 (길음동) 지하1층,성북구,스타벅스,37.6083313,127.0287845
290,성신여대,서울특별시 성북구 동소문로24길 12 (동선동1가),성북구,스타벅스,37.592602,127.0188051
291,안암역,서울특별시 성북구 고려대로 102-2 (안암동5가),성북구,스타벅스,37.5890249,127.0247254
292,한성대입구역,서울특별시 성북구 성북로 11 (성북동1가),성북구,스타벅스,37.58843410000001,127.0041459
293,장위뉴타운,서울특별시 성북구 장월로38길 4 (장위동),성북구,스타벅스,37.6086779,127.0487116
294,송파나루역DT,서울특별시 송파구 오금로 142 (송파동),송파구,스타벅스,37.5081086,127.1151285
295,송파헬리오시티,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",송파구,스타벅스,37.4959329,127.1052553
296,잠실시그마타워,서울특별시 송파구 올림픽로 289 (신천동),송파구,스타벅스,37.5145667,127.1024928
297,문정법원로R,서울특별시 송파구 송파대로 201 (문정동),송파구,스타벅스,37.4873579,127.1196635
298,송파개롱역,서울특별시 송파구 오금로 420 (가락동),송파구,스타벅스,37.4972146,127.1342625
299,문정하비오,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호",송파구,스타벅스,37.482085,127.123578
300,문정역,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호",송파구,스타벅스,37.4848376,127.1254914
301,잠실대교남단R,서울특별시 송파구 송파대로 570 타워 730 1층,송파구,스타벅스,37.5157956,127.0988566
302,송파위례,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)",송파구,스타벅스,37.4797341,127.1440951
303,송파방이DT,서울특별시 송파구 오금로 241 (방이동),송파구,스타벅스,37.5164031,127.1215351
304,송파구청,서울특별시 송파구 오금로 87 (방이동),송파구,스타벅스,37.5145732,127.1074043
305,올림픽평화의문,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트,송파구,스타벅스,37.5154324,127.1165686
306,송파아이파크,서울특별시 송파구 법원로 55 (문정동),송파구,스타벅스,37.4797951,127.1217993
307,송파사거리,서울특별시 송파구 송파대로 386 (송파동),송파구,스타벅스,37.50460899999999,127.1119305
308,석촌서호,서울특별시 송파구 석촌호수로 176 (삼전동),송파구,스타벅스,37.50633510000001,127.0962937
309,문정로데오,서울특별시 송파구 동남로 141 (가락동),송파구,스타벅스,37.491868,127.1262565
310,올림픽훼미리,서울특별시 송파구 중대로 68 (문정동),송파구,스타벅스,37.4915118,127.1164066
311,올림픽공원남문,서울특별시 송파구 위례성대로 102 (방이동),송파구,스타벅스,37.5132916,127.123111
312,방이역,"서울특별시 송파구 마천로 53, 1~2층 (오금동)",송파구,스타벅스,37.5107269,127.1232403
313,석촌호수,서울특별시 송파구 석촌호수로 262 (송파동),송파구,스타벅스,37.5094027,127.1052218
314,잠실푸르지오월드,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)",송파구,스타벅스,37.5175312,127.103575
315,잠실새내역,서울특별시 송파구 올림픽로 96 (잠실동),송파구,스타벅스,37.5061273,127.0842945
316,잠실역,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층",송파구,스타벅스,37.5152717,127.0994664
317,갤러리아팰리스,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)",송파구,스타벅스,37.5110359,127.093967
318,아시아선수촌,서울특별시 송파구 백제고분로 69 (잠실동),송파구,스타벅스,37.5104879,127.078989
319,올림픽아파트,서울특별시 송파구 양재대로 1222 (방이동),송파구,스타벅스,37.51593200000001,127.1320277
320,가락본동,서울특별시 송파구 송파대로30길 13 (가락동),송파구,스타벅스,37.4958908,127.1171419
321,석촌역,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)",송파구,스타벅스,37.5061506,127.0974959
322,가락시장역,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)",송파구,스타벅스,37.494324,127.1213465
323,가든파이브,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴,송파구,스타벅스,37.4782249,127.1193622
324,송파NC,서울특별시 송파구 충민로 66 (문정동)  가든파이브라이프 패션관1층,송파구,스타벅스,37.4775761,127.125043
325,몽촌토성역,서울특별시 송파구 위례성대로 6 ,송파구,스타벅스,37.5127868,127.1166466
326,송파KT,"서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호",송파구,스타벅스,37.5130506,127.0915464
327,송파마천사거리DT,서울특별시 송파구 거마로 78 (마천동),송파구,스타벅스,37.49964,127.1476597
328,목동파리공원,서울특별시 양천구 목동동로 377 (목동),양천구,스타벅스,37.5352957,126.8788394
329,등촌역,서울특별시 양천구 공항대로 566 (목동) 1층 2층,양천구,스타벅스,37.5468481,126.8751685
330,목동행복한,서울특별시 양천구 목동동로 309 (목동),양천구,스타벅스,37.5291722,126.8759793
331,신정DT,서울특별시 양천구 신월로 341 (신정동),양천구,스타벅스,37.5198014,126.8487425
332,목동역,서울특별시 양천구 목동로 203 (신정동) 1층일부,양천구,스타벅스,37.5266578,126.8637816
333,목동오목로,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호",양천구,스타벅스,37.5259231,126.868438
334,목동8단지,서울특별시 양천구 목동서로 299 (신정동),양천구,스타벅스,37.520518,126.8688409
335,오목교역,서울특별시 양천구 오목로 354 (목동),양천구,스타벅스,37.5245067,126.862375
336,신월IC DT,서울특별시 양천구 남부순환로 430 (신월동),양천구,스타벅스,37.5293911,126.8320559
337,목동7단지,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자,양천구,스타벅스,37.5280098,126.8705367
338,목동5단지,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)",양천구,스타벅스,37.5367034,126.8821186
339,목동,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운,양천구,스타벅스,37.5363701,126.8785079
340,현대목동,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층",양천구,스타벅스,37.527149,126.875036
341,목동파라곤,"서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)",양천구,스타벅스,37.5295375,126.8751751
342,목동트라팰리스,서울특별시 양천구 오목로 299 (목동),양천구,스타벅스,37.5257763,126.8703272
343,목동10단지,"서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호",양천구,스타벅스,37.5154556,126.8597603
344,신월동DT,서울특별시 양천구 남부순환로 319 (신월동),양천구,스타벅스,37.5382715,126.8271345
345,타임스퀘어R,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가),영등포구,스타벅스,37.517007,126.9041419
346,샛강역,서울특별시 영등포구 여의대방로 376 (여의도동),영등포구,스타벅스,37.5035749,126.9192153
347,영등포역,서울특별시 영등포구 경인로 870 (영등포동1가),영등포구,스타벅스,37.516973,126.909159
348,당산대로,서울특별시 영등포구 양평로 22 (당산동6가),영등포구,스타벅스,37.5331208,126.9038043
349,여의도IFC몰(L1)R,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호,영등포구,스타벅스,37.5249367,126.9252845
350,여의도KBS R,서울특별시 영등포구 의사당대로 26 (여의도동),영등포구,스타벅스,37.5265758,126.9181878
351,여의도화재보험,서울특별시 영등포구 국제금융로6길 38 (여의도동),영등포구,스타벅스,37.5213452,126.9259819
352,국회대로,서울특별시 영등포구 국회대로 786 (여의도동),영등포구,스타벅스,37.53026,126.9195488
353,영등포KT,서울특별시 영등포구 영중로 119 (영등포동8가),영등포구,스타벅스,37.5252401,126.9053939
354,여의도공원R,서울특별시 영등포구 여의공원로 101 (여의도동),영등포구,스타벅스,37.5292309,126.9248721
355,국회의사당역,서울특별시 영등포구 의사당대로 8 (여의도동),영등포구,스타벅스,37.5278307,126.9168822
356,선유도역,서울특별시 영등포구 양평로 115 (양평동4가),영등포구,스타벅스,37.5377276,126.8945139
357,여의도역R,서울특별시 영등포구 의사당대로 83 (여의도동) 1층,영등포구,스타벅스,37.5233278,126.9234386
358,선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩,영등포구,스타벅스,37.5338151,126.8969784
359,동여의도,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비,영등포구,스타벅스,37.5200722,126.9318875
360,여의도ABL타워,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워,영등포구,스타벅스,37.518735,126.927716
361,영등포신길,"서울특별시 영등포구 신길로 137 (신길동) 1,2층",영등포구,스타벅스,37.50455729999999,126.9100739
362,문래역,서울특별시 영등포구 당산로 34 (문래동3가),영등포구,스타벅스,37.5190963,126.8985932
363,당산,서울특별시 영등포구 양평로 64 (당산동6가),영등포구,스타벅스,37.5350961,126.8999555
364,여의도한양증권,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권,영등포구,스타벅스,37.5223727,126.9291144
365,여의도일신,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부,영등포구,스타벅스,37.5278712,126.9202202
366,신세계타임스퀘어B2,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 (영등포동4가)",영등포구,스타벅스,37.5176084,126.905008
367,하이테크시티,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티,영등포구,스타벅스,37.5144447,126.8987734
368,여의도,서울특별시 영등포구 국제금융로2길 28 (여의도동),영등포구,스타벅스,37.5240419,126.9244816
369,롯데캐슬여의도,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호",영등포구,스타벅스,37.5202062,126.9263648
370,문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)",영등포구,스타벅스,37.5176033,126.895289
371,신세계타임스퀘어1F,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 (영등포동4가)",영등포구,스타벅스,37.5176084,126.905008
372,여의도호성,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)",영등포구,스타벅스,37.5204021,126.9292806
373,타임스퀘어B2,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)",영등포구,스타벅스,37.5171327,126.9037826
374,영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가),영등포구,스타벅스,37.5177549,126.907807
375,타임스퀘어2F,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가),영등포구,스타벅스,37.517007,126.9041419
376,여의도의사당,"서울특별시 영등포구 국회대로74길 12, 남중빌딩 1층 (여의도동)",영등포구,스타벅스,37.5496468,126.9090878
377,여의도IFC(1F),서울특별시 영등포구 국제금융로 10 (여의도동),영등포구,스타벅스,37.5249367,126.9252845
378,선유도역 1번출구,서울특별시 영등포구 양평로 128 (양평동5가)양평로 128,영등포구,스타벅스,37.5382968,126.8936139
379,영등포구청역,서울특별시 영등포구 국회대로 558 ,영등포구,스타벅스,37.5275785,126.895872
380,서울양평역,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)",영등포구,스타벅스,37.5237037,126.8875056
381,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가),영등포구,스타벅스,37.52211,126.9031124
382,더현대서울(B2)R,서울특별시 영등포구 여의대로 108 (여의도동),영등포구,스타벅스,37.5237584,126.9225703
383,당산역사거리,서울특별시 영등포구 양평로 47 (당산동5가),영등포구,스타벅스,37.5322248,126.9010187
384,불광역,서울특별시 은평구 통일로 715 ,은평구,스타벅스,37.609382,126.9303971
385,구파발사거리,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호,은평구,스타벅스,37.6394858,126.9189884
386,연신내역사거리,서울특별시 은평구 통일로 842 (불광동),은평구,스타벅스,37.61861080000001,126.922168
387,연신내,서울특별시 은평구 통일로 867 (갈현동),은평구,스타벅스,37.6219402,126.9264697
388,구파발역,서울특별시 은평구 진관2로 12,은평구,스타벅스,37.6343271,126.9186635
389,은평구청입구,서울특별시 은평구 은평로 170 (응암동),은평구,스타벅스,37.6010363,126.9267886
390,은평이마트,서울특별시 은평구 은평로 111 (응암동),은평구,스타벅스,37.60077709999999,126.9204992
391,구산역,서울특별시 은평구 연서로 146 (대조동),은평구,스타벅스,37.6118281,126.9177276
392,연합뉴스,서울특별시 종로구 율곡로2길 25 (수송동),종로구,스타벅스,37.5746567,126.9803884
393,혜화역,서울특별시 종로구 대학로12길 4 1~2층,종로구,스타벅스,37.5824779,127.002185
394,경희궁로,서울특별시 종로구 새문안로3길 15 (당주동),종로구,스타벅스,37.5716658,126.9722875
395,강북삼성병원,서울특별시 종로구 새문안로 29 (평동),종로구,스타벅스,37.5688719,126.9680775
396,종로평창동,서울특별시 종로구 평창12길 3 (평창동),종로구,스타벅스,37.60614899999999,126.9672128
397,광화문우체국,서울특별시 종로구 종로 6 (서린동),종로구,스타벅스,37.56980009999999,126.9780682
398,더종로R,서울특별시 종로구 종로 51 (종로2가),종로구,스타벅스,37.5707727,126.983525
399,독립문역,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호,종로구,스타벅스,37.5714356,126.9615273
400,정부서울청사R,서울특별시 종로구 새문안로5가길 28 (적선동),종로구,스타벅스,37.5744107,126.9735709
401,동묘앞역,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부",종로구,스타벅스,37.5726736,127.0160767
402,종로구청,서울특별시 종로구 삼봉로 71 (수송동),종로구,스타벅스,37.572565,126.981137
403,북촌로,서울특별시 종로구 북촌로4길 23 (계동),종로구,스타벅스,37.5793885,126.9864543
404,종로수송,서울특별시 종로구 종로5길 30 (청진동) 1~3층,종로구,스타벅스,37.5716169,126.9806844
405,새문안로,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩,종로구,스타벅스,37.5696602,126.9748903
406,안국,서울특별시 종로구 북촌로 5-1 (재동),종로구,스타벅스,37.5795404,126.9843102
407,삼청동,서울특별시 종로구 삼청로 111-1 (삼청동),종로구,스타벅스,37.5853358,126.9816987
408,광화문D타워,서울특별시 종로구 종로3길 17 (청진동) D타워,종로구,스타벅스,37.5713243,126.9790396
409,적선,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)",종로구,스타벅스,37.5750907,126.9739521
410,인사,서울특별시 종로구 인사동길 14 (인사동),종로구,스타벅스,37.5731223,126.9864102
411,영풍문고,서울특별시 종로구 청계천로 41 (서린동) 영풍빌딩,종로구,스타벅스,37.5696304,126.9821706
412,광화문R,서울특별시 종로구 세종대로 167 (세종로),종로구,스타벅스,37.5712293,126.9762872
413,성대입구,서울특별시 종로구 창경궁로 235 (명륜3가),종로구,스타벅스,37.589259,126.9923661
414,스페이스본,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본,종로구,스타벅스,37.5743814,126.9686187
415,주얼리시티,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티,종로구,스타벅스,37.571393,126.9986634
416,종각,서울특별시 종로구 종로 64 (종로2가),종로구,스타벅스,37.5701735,126.985657
417,동숭로아트,서울특별시 종로구 동숭길 110 (동숭동),종로구,스타벅스,37.5829419,127.0038862
418,종로관철,"서울특별시 종로구 종로12길 21, 2층 (관철동)",종로구,스타벅스,37.5690496,126.9859854
419,경복궁역,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)",종로구,스타벅스,37.5771471,126.9726344
420,이마빌딩,서울특별시 종로구 종로1길 42 (수송동),종로구,스타벅스,37.5738637,126.9789715
421,마로니에공원,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)",종로구,스타벅스,37.5796075,127.0024305
422,종로3가,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)",종로구,스타벅스,37.5705527,126.9902055
423,대학로,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)",종로구,스타벅스,37.5765072,127.0015243
424,경복궁사거리,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)",종로구,스타벅스,37.5751853,126.9797383
